Entity,Code,Day,total_vaccinations_per_hundred
Singapore,SGP,2021-10-13,176.92
Singapore,SGP,2021-10-14,177.36
Singapore,SGP,2021-10-15,178.04
Singapore,SGP,2021-10-16,178.56
Singapore,SGP,2021-10-17,178.83
Singapore,SGP,2021-10-18,179.22
Singapore,SGP,2021-10-19,179.64
Singapore,SGP,2021-10-20,179.99
Singapore,SGP,2021-10-21,180.39
Singapore,SGP,2021-10-22,180.97
Singapore,SGP,2021-10-23,181.38
Singapore,SGP,2021-10-24,181.6
Singapore,SGP,2021-10-25,181.97
Singapore,SGP,2021-10-26,182.43
Singapore,SGP,2021-10-27,182.79
Singapore,SGP,2021-10-28,183.21
Singapore,SGP,2021-10-29,183.91
Singapore,SGP,2021-10-30,184.46
Singapore,SGP,2021-10-31,184.82
Singapore,SGP,2021-11-01,185.26
Singapore,SGP,2021-11-02,185.77
Singapore,SGP,2021-11-03,186.15
Singapore,SGP,2021-11-04,186.17
Singapore,SGP,2021-11-05,186.88
Singapore,SGP,2021-11-06,187.41
Singapore,SGP,2021-11-07,187.74
Singapore,SGP,2021-11-08,188.16
Singapore,SGP,2021-11-09,188.69
Singapore,SGP,2021-11-10,189.16
Singapore,SGP,2021-11-11,189.62
Singapore,SGP,2021-11-12,190.25
Singapore,SGP,2021-11-13,190.8
Singapore,SGP,2021-11-14,191.17
Singapore,SGP,2021-11-15,191.6
Singapore,SGP,2021-11-16,192.08
Singapore,SGP,2021-11-17,192.45
Singapore,SGP,2021-11-18,192.84
Singapore,SGP,2021-11-19,193.41
Singapore,SGP,2021-11-20,193.92
Singapore,SGP,2021-11-21,194.28
Singapore,SGP,2021-11-22,194.68
Singapore,SGP,2021-11-23,195.05
Singapore,SGP,2021-11-24,195.36
Singapore,SGP,2021-11-25,195.67
Singapore,SGP,2021-11-26,196.23
Singapore,SGP,2021-11-27,196.72
Singapore,SGP,2021-11-28,197.02
Singapore,SGP,2021-11-29,197.37
Singapore,SGP,2021-11-30,197.85
Singapore,SGP,2021-12-01,198.19
Singapore,SGP,2021-12-02,198.51
Singapore,SGP,2021-12-03,199.03
Singapore,SGP,2021-12-04,199.5
Singapore,SGP,2021-12-05,199.82
Singapore,SGP,2021-12-06,200.21
Singapore,SGP,2021-12-07,200.65
Singapore,SGP,2021-12-08,201.02
Singapore,SGP,2021-12-09,201.36
Singapore,SGP,2021-12-10,201.88
Singapore,SGP,2021-12-11,202.35
Singapore,SGP,2021-12-12,202.65
Singapore,SGP,2021-12-13,203.04
Singapore,SGP,2021-12-14,203.58
Singapore,SGP,2021-12-15,204.01
Singapore,SGP,2021-12-16,204.48
Singapore,SGP,2021-12-17,205.04
Singapore,SGP,2021-12-18,205.55
Singapore,SGP,2021-12-19,205.95
Singapore,SGP,2021-12-20,206.54
Singapore,SGP,2021-12-21,207.16
Singapore,SGP,2021-12-22,207.82
Singapore,SGP,2021-12-23,208.53
Singapore,SGP,2021-12-24,208.98
Singapore,SGP,2021-12-25,209
Singapore,SGP,2021-12-26,209.83
Singapore,SGP,2021-12-27,210.72
Singapore,SGP,2021-12-28,211.7
Singapore,SGP,2021-12-29,212.66
Singapore,SGP,2021-12-30,213.63
Singapore,SGP,2021-12-31,214.16
Singapore,SGP,2022-01-01,214.17
Singapore,SGP,2022-01-02,215.08
Singapore,SGP,2022-01-03,216.01
Singapore,SGP,2022-01-04,216.82
Singapore,SGP,2022-01-11,223.17
Singapore,SGP,2022-01-12,223.91
Singapore,SGP,2022-01-13,224.7
Singapore,SGP,2022-01-14,225.74
Singapore,SGP,2022-01-15,226.75
Singapore,SGP,2022-01-16,227.5
Singapore,SGP,2022-01-17,228.19
Sint Maarten (Dutch part),SXM,2021-05-07,56.73
Sint Maarten (Dutch part),SXM,2021-05-14,60.16
Sint Maarten (Dutch part),SXM,2021-05-21,62.84
Sint Maarten (Dutch part),SXM,2021-05-28,66.91
Sint Maarten (Dutch part),SXM,2021-06-04,73.75
Sint Maarten (Dutch part),SXM,2021-06-11,78.39
Sint Maarten (Dutch part),SXM,2021-06-18,83.39
Sint Maarten (Dutch part),SXM,2021-06-25,88.18
Sint Maarten (Dutch part),SXM,2021-07-02,90.88
Sint Maarten (Dutch part),SXM,2021-07-09,95.79
Sint Maarten (Dutch part),SXM,2021-07-16,99.42
Sint Maarten (Dutch part),SXM,2021-07-23,101.43
Sint Maarten (Dutch part),SXM,2021-07-30,104.43
Sint Maarten (Dutch part),SXM,2021-08-06,107.08
Sint Maarten (Dutch part),SXM,2021-08-09,107.36
Sint Maarten (Dutch part),SXM,2021-08-13,108.44
Sint Maarten (Dutch part),SXM,2021-08-20,109.71
Sint Maarten (Dutch part),SXM,2021-08-27,110.64
Sint Maarten (Dutch part),SXM,2021-09-03,111.73
Sint Maarten (Dutch part),SXM,2021-09-10,112.58
Sint Maarten (Dutch part),SXM,2021-09-17,113.21
Sint Maarten (Dutch part),SXM,2021-09-24,113.56
Sint Maarten (Dutch part),SXM,2021-10-01,114.48
Sint Maarten (Dutch part),SXM,2021-10-08,115.42
Sint Maarten (Dutch part),SXM,2021-10-15,115.67
Sint Maarten (Dutch part),SXM,2021-10-22,116.1
Sint Maarten (Dutch part),SXM,2021-10-29,116.7
Sint Maarten (Dutch part),SXM,2021-11-05,117.33
Sint Maarten (Dutch part),SXM,2021-11-12,117.81
Sint Maarten (Dutch part),SXM,2021-11-19,118.45
Sint Maarten (Dutch part),SXM,2021-11-29,119.06
Sint Maarten (Dutch part),SXM,2021-12-03,119.43
Sint Maarten (Dutch part),SXM,2021-12-10,119.85
Sint Maarten (Dutch part),SXM,2021-12-17,120.21
Sint Maarten (Dutch part),SXM,2021-12-23,120.46
Sint Maarten (Dutch part),SXM,2022-01-07,120.98
Sint Maarten (Dutch part),SXM,2022-01-14,135.37
Slovakia,SVK,2021-01-11,0.55
Slovakia,SVK,2021-01-18,1.16
Slovakia,SVK,2021-01-25,1.85
Slovakia,SVK,2021-02-01,2.72
Slovakia,SVK,2021-02-08,3.97
Slovakia,SVK,2021-02-15,5.47
Slovakia,SVK,2021-02-22,6.8
Slovakia,SVK,2021-03-01,8.21
Slovakia,SVK,2021-03-08,9.99
Slovakia,SVK,2021-03-15,11.93
Slovakia,SVK,2021-03-22,14.35
Slovakia,SVK,2021-03-29,16.76
Slovakia,SVK,2021-04-05,18.69
Slovakia,SVK,2021-04-12,21.18
Slovakia,SVK,2021-04-19,24.02
Slovakia,SVK,2021-04-26,26.8
Slovakia,SVK,2021-05-03,29.89
Slovakia,SVK,2021-05-10,33.55
Slovakia,SVK,2021-05-17,37.86
Slovakia,SVK,2021-05-24,42.45
Slovakia,SVK,2021-05-31,47.05
Slovakia,SVK,2021-06-07,51.51
Slovakia,SVK,2021-06-14,55.96
Slovakia,SVK,2021-06-21,60.55
Slovakia,SVK,2021-06-28,65.01
Slovakia,SVK,2021-07-05,69.09
Slovakia,SVK,2021-07-12,72.4
Slovakia,SVK,2021-07-19,74.97
Slovakia,SVK,2021-07-26,76.74
Slovakia,SVK,2021-08-02,78.5
Slovakia,SVK,2021-08-09,80.22
Slovakia,SVK,2021-08-16,81.68
Slovakia,SVK,2021-08-23,82.85
Slovakia,SVK,2021-08-30,83.82
Slovakia,SVK,2021-09-06,84.58
Slovakia,SVK,2021-09-13,85.28
Slovakia,SVK,2021-09-20,85.93
Slovakia,SVK,2021-09-27,86.61
Slovakia,SVK,2021-10-04,87.16
Slovakia,SVK,2021-10-11,87.63
Slovakia,SVK,2021-10-18,88.04
Slovakia,SVK,2021-10-25,88.81
Slovakia,SVK,2021-11-01,89.95
Slovakia,SVK,2021-11-08,91.67
Slovakia,SVK,2021-11-15,94.1
Slovakia,SVK,2021-11-22,96.71
Slovakia,SVK,2021-11-29,99.76
Slovakia,SVK,2021-12-06,102.48
Slovakia,SVK,2021-12-13,105.77
Slovakia,SVK,2021-12-20,109.94
Slovakia,SVK,2021-12-27,112.24
Slovakia,SVK,2022-01-03,114.78
Slovakia,SVK,2022-01-10,118.01
Slovakia,SVK,2022-01-17,120.54
Slovenia,SVN,2020-12-27,0.3
Slovenia,SVN,2020-12-28,0.38
Slovenia,SVN,2020-12-29,0.44
Slovenia,SVN,2020-12-30,0.46
Slovenia,SVN,2020-12-31,0.55
Slovenia,SVN,2021-01-01,0.56
Slovenia,SVN,2021-01-02,0.58
Slovenia,SVN,2021-01-03,0.61
Slovenia,SVN,2021-01-04,0.66
Slovenia,SVN,2021-01-05,0.78
Slovenia,SVN,2021-01-06,1.04
Slovenia,SVN,2021-01-07,1.3
Slovenia,SVN,2021-01-08,1.46
Slovenia,SVN,2021-01-09,1.47
Slovenia,SVN,2021-01-10,1.47
Slovenia,SVN,2021-01-11,1.5
Slovenia,SVN,2021-01-12,1.59
Slovenia,SVN,2021-01-13,1.82
Slovenia,SVN,2021-01-14,2.14
Slovenia,SVN,2021-01-15,2.38
Slovenia,SVN,2021-01-16,2.39
Slovenia,SVN,2021-01-17,2.39
Slovenia,SVN,2021-01-18,2.4
Slovenia,SVN,2021-01-19,2.51
Slovenia,SVN,2021-01-20,2.75
Slovenia,SVN,2021-01-21,2.98
Slovenia,SVN,2021-01-22,3.08
Slovenia,SVN,2021-01-23,3.12
Slovenia,SVN,2021-01-24,3.12
Slovenia,SVN,2021-01-25,3.12
Slovenia,SVN,2021-01-26,3.21
Slovenia,SVN,2021-01-27,3.46
Slovenia,SVN,2021-01-28,3.76
Slovenia,SVN,2021-01-29,3.98
Slovenia,SVN,2021-01-30,3.99
Slovenia,SVN,2021-01-31,3.99
Slovenia,SVN,2021-02-01,3.99
Slovenia,SVN,2021-02-02,4.05
Slovenia,SVN,2021-02-03,4.28
Slovenia,SVN,2021-02-04,4.64
Slovenia,SVN,2021-02-05,4.91
Slovenia,SVN,2021-02-06,4.94
Slovenia,SVN,2021-02-07,4.94
Slovenia,SVN,2021-02-08,4.96
Slovenia,SVN,2021-02-09,4.97
Slovenia,SVN,2021-02-10,5.12
Slovenia,SVN,2021-02-11,5.55
Slovenia,SVN,2021-02-12,5.97
Slovenia,SVN,2021-02-13,6.01
Slovenia,SVN,2021-02-14,6.01
Slovenia,SVN,2021-02-15,6.01
Slovenia,SVN,2021-02-16,6.07
Slovenia,SVN,2021-02-17,6.34
Slovenia,SVN,2021-02-18,6.77
Slovenia,SVN,2021-02-19,7.1
Slovenia,SVN,2021-02-20,7.22
Slovenia,SVN,2021-02-21,7.22
Slovenia,SVN,2021-02-22,7.25
Slovenia,SVN,2021-02-23,7.32
Slovenia,SVN,2021-02-24,7.66
Slovenia,SVN,2021-02-25,8.19
Slovenia,SVN,2021-02-26,8.56
Slovenia,SVN,2021-02-27,8.61
Slovenia,SVN,2021-02-28,8.61
Slovenia,SVN,2021-03-01,8.66
Slovenia,SVN,2021-03-02,8.77
Slovenia,SVN,2021-03-03,9.13
Slovenia,SVN,2021-03-04,9.68
Slovenia,SVN,2021-03-05,10.18
Slovenia,SVN,2021-03-06,10.27
Slovenia,SVN,2021-03-07,10.27
Slovenia,SVN,2021-03-08,10.36
Slovenia,SVN,2021-03-09,10.56
Slovenia,SVN,2021-03-10,11.03
Slovenia,SVN,2021-03-11,11.71
Slovenia,SVN,2021-03-12,12.37
Slovenia,SVN,2021-03-13,12.79
Slovenia,SVN,2021-03-14,12.79
Slovenia,SVN,2021-03-15,12.87
Slovenia,SVN,2021-03-16,12.92
Slovenia,SVN,2021-03-17,13.21
Slovenia,SVN,2021-03-18,13.7
Slovenia,SVN,2021-03-19,14.06
Slovenia,SVN,2021-03-20,14.27
Slovenia,SVN,2021-03-21,14.27
Slovenia,SVN,2021-03-22,14.32
Slovenia,SVN,2021-03-23,14.53
Slovenia,SVN,2021-03-24,15.01
Slovenia,SVN,2021-03-25,15.71
Slovenia,SVN,2021-03-26,16.48
Slovenia,SVN,2021-03-27,16.83
Slovenia,SVN,2021-03-28,16.9
Slovenia,SVN,2021-03-29,16.95
Slovenia,SVN,2021-03-30,17.34
Slovenia,SVN,2021-03-31,18.05
Slovenia,SVN,2021-04-01,18.99
Slovenia,SVN,2021-04-02,19.58
Slovenia,SVN,2021-04-03,19.73
Slovenia,SVN,2021-04-04,19.8
Slovenia,SVN,2021-04-05,19.8
Slovenia,SVN,2021-04-06,19.94
Slovenia,SVN,2021-04-07,20.24
Slovenia,SVN,2021-04-08,20.98
Slovenia,SVN,2021-04-09,21.95
Slovenia,SVN,2021-04-10,22.4
Slovenia,SVN,2021-04-11,22.48
Slovenia,SVN,2021-04-12,22.56
Slovenia,SVN,2021-04-13,22.75
Slovenia,SVN,2021-04-14,23.31
Slovenia,SVN,2021-04-15,24.25
Slovenia,SVN,2021-04-16,24.94
Slovenia,SVN,2021-04-17,25.23
Slovenia,SVN,2021-04-18,25.29
Slovenia,SVN,2021-04-19,25.42
Slovenia,SVN,2021-04-20,25.75
Slovenia,SVN,2021-04-21,26.56
Slovenia,SVN,2021-04-22,27.52
Slovenia,SVN,2021-04-23,28.37
Slovenia,SVN,2021-04-24,28.52
Slovenia,SVN,2021-04-25,28.55
Slovenia,SVN,2021-04-26,28.57
Slovenia,SVN,2021-04-27,28.59
Slovenia,SVN,2021-04-28,28.97
Slovenia,SVN,2021-04-29,29.91
Slovenia,SVN,2021-04-30,30.93
Slovenia,SVN,2021-05-01,31.27
Slovenia,SVN,2021-05-02,31.44
Slovenia,SVN,2021-05-03,31.83
Slovenia,SVN,2021-05-04,32.3
Slovenia,SVN,2021-05-05,33.17
Slovenia,SVN,2021-05-06,34.51
Slovenia,SVN,2021-05-07,35.55
Slovenia,SVN,2021-05-08,36.04
Slovenia,SVN,2021-05-09,36.13
Slovenia,SVN,2021-05-10,36.27
Slovenia,SVN,2021-05-11,36.76
Slovenia,SVN,2021-05-12,37.77
Slovenia,SVN,2021-05-13,39.12
Slovenia,SVN,2021-05-14,40.28
Slovenia,SVN,2021-05-15,40.7
Slovenia,SVN,2021-05-16,40.85
Slovenia,SVN,2021-05-17,41.24
Slovenia,SVN,2021-05-18,41.83
Slovenia,SVN,2021-05-19,42.93
Slovenia,SVN,2021-05-20,44.37
Slovenia,SVN,2021-05-21,45.63
Slovenia,SVN,2021-05-22,46.16
Slovenia,SVN,2021-05-23,46.31
Slovenia,SVN,2021-05-24,46.6
Slovenia,SVN,2021-05-25,47.07
Slovenia,SVN,2021-05-26,48.1
Slovenia,SVN,2021-05-27,49.49
Slovenia,SVN,2021-05-28,50.53
Slovenia,SVN,2021-05-29,51.03
Slovenia,SVN,2021-05-30,51.03
Slovenia,SVN,2021-05-31,51.34
Slovenia,SVN,2021-06-01,52.07
Slovenia,SVN,2021-06-02,53.47
Slovenia,SVN,2021-06-03,55.23
Slovenia,SVN,2021-06-04,56.59
Slovenia,SVN,2021-06-05,57.2
Slovenia,SVN,2021-06-06,57.43
Slovenia,SVN,2021-06-07,57.78
Slovenia,SVN,2021-06-08,58.45
Slovenia,SVN,2021-06-09,59.56
Slovenia,SVN,2021-06-10,61.14
Slovenia,SVN,2021-06-11,62.3
Slovenia,SVN,2021-06-12,62.82
Slovenia,SVN,2021-06-13,62.98
Slovenia,SVN,2021-06-14,63.31
Slovenia,SVN,2021-06-15,63.77
Slovenia,SVN,2021-06-16,64.56
Slovenia,SVN,2021-06-17,65.54
Slovenia,SVN,2021-06-18,66.21
Slovenia,SVN,2021-06-19,66.32
Slovenia,SVN,2021-06-20,66.39
Slovenia,SVN,2021-06-21,66.65
Slovenia,SVN,2021-06-22,67.14
Slovenia,SVN,2021-06-23,68.1
Slovenia,SVN,2021-06-24,69.34
Slovenia,SVN,2021-06-25,69.34
Slovenia,SVN,2021-06-26,69.54
Slovenia,SVN,2021-06-27,69.54
Slovenia,SVN,2021-06-28,69.84
Slovenia,SVN,2021-06-29,70.4
Slovenia,SVN,2021-06-30,71.08
Slovenia,SVN,2021-07-01,72.04
Slovenia,SVN,2021-07-02,72.73
Slovenia,SVN,2021-07-03,72.81
Slovenia,SVN,2021-07-04,72.81
Slovenia,SVN,2021-07-05,73.12
Slovenia,SVN,2021-07-06,73.52
Slovenia,SVN,2021-07-07,74.12
Slovenia,SVN,2021-07-08,74.89
Slovenia,SVN,2021-07-09,75.43
Slovenia,SVN,2021-07-10,75.48
Slovenia,SVN,2021-07-11,75.49
Slovenia,SVN,2021-07-12,75.79
Slovenia,SVN,2021-07-13,76.11
Slovenia,SVN,2021-07-14,76.64
Slovenia,SVN,2021-07-15,77.31
Slovenia,SVN,2021-07-16,77.8
Slovenia,SVN,2021-07-17,77.88
Slovenia,SVN,2021-07-18,77.88
Slovenia,SVN,2021-07-19,78.12
Slovenia,SVN,2021-07-20,78.39
Slovenia,SVN,2021-07-21,78.85
Slovenia,SVN,2021-07-22,79.38
Slovenia,SVN,2021-07-23,79.82
Slovenia,SVN,2021-07-24,79.89
Slovenia,SVN,2021-07-25,79.89
Slovenia,SVN,2021-07-26,80.13
Slovenia,SVN,2021-07-27,80.44
Slovenia,SVN,2021-07-28,80.86
Slovenia,SVN,2021-07-29,81.37
Slovenia,SVN,2021-07-30,81.75
Slovenia,SVN,2021-07-31,81.85
Slovenia,SVN,2021-08-01,81.85
Slovenia,SVN,2021-08-02,82.08
Slovenia,SVN,2021-08-03,82.35
Slovenia,SVN,2021-08-04,82.74
Slovenia,SVN,2021-08-05,83.21
Slovenia,SVN,2021-08-06,83.58
Slovenia,SVN,2021-08-07,83.63
Slovenia,SVN,2021-08-08,83.65
Slovenia,SVN,2021-08-09,83.84
Slovenia,SVN,2021-08-10,84.08
Slovenia,SVN,2021-08-11,84.4
Slovenia,SVN,2021-08-12,84.85
Slovenia,SVN,2021-08-13,85.22
Slovenia,SVN,2021-08-14,85.25
Slovenia,SVN,2021-08-15,85.26
Slovenia,SVN,2021-08-16,85.51
Slovenia,SVN,2021-08-17,85.82
Slovenia,SVN,2021-08-18,86.19
Slovenia,SVN,2021-08-19,86.62
Slovenia,SVN,2021-08-20,86.97
Slovenia,SVN,2021-08-21,87.02
Slovenia,SVN,2021-08-22,87.02
Slovenia,SVN,2021-08-23,87.24
Slovenia,SVN,2021-08-24,87.54
Slovenia,SVN,2021-08-25,87.88
Slovenia,SVN,2021-08-26,88.32
Slovenia,SVN,2021-08-27,88.66
Slovenia,SVN,2021-08-28,88.71
Slovenia,SVN,2021-08-29,88.71
Slovenia,SVN,2021-08-30,88.93
Slovenia,SVN,2021-08-31,89.16
Slovenia,SVN,2021-09-01,89.41
Slovenia,SVN,2021-09-02,89.79
Slovenia,SVN,2021-09-03,90.1
Slovenia,SVN,2021-09-04,90.13
Slovenia,SVN,2021-09-05,90.13
Slovenia,SVN,2021-09-06,90.35
Slovenia,SVN,2021-09-07,90.68
Slovenia,SVN,2021-09-08,91.08
Slovenia,SVN,2021-09-09,91.63
Slovenia,SVN,2021-09-10,92.05
Slovenia,SVN,2021-09-11,92.13
Slovenia,SVN,2021-09-12,92.13
Slovenia,SVN,2021-09-13,92.57
Slovenia,SVN,2021-09-14,93.31
Slovenia,SVN,2021-09-15,94.13
Slovenia,SVN,2021-09-16,95.16
Slovenia,SVN,2021-09-17,95.98
Slovenia,SVN,2021-09-18,96.35
Slovenia,SVN,2021-09-19,96.51
Slovenia,SVN,2021-09-20,96.86
Slovenia,SVN,2021-09-21,97.24
Slovenia,SVN,2021-09-22,97.64
Slovenia,SVN,2021-09-23,98.21
Slovenia,SVN,2021-09-24,98.7
Slovenia,SVN,2021-09-25,98.78
Slovenia,SVN,2021-09-26,98.81
Slovenia,SVN,2021-09-27,99.06
Slovenia,SVN,2021-09-28,99.4
Slovenia,SVN,2021-09-29,99.75
Slovenia,SVN,2021-09-30,100.16
Slovenia,SVN,2021-10-01,100.49
Slovenia,SVN,2021-10-02,100.54
Slovenia,SVN,2021-10-03,100.54
Slovenia,SVN,2021-10-04,100.78
Slovenia,SVN,2021-10-05,101.14
Slovenia,SVN,2021-10-06,101.54
Slovenia,SVN,2021-10-07,102.15
Slovenia,SVN,2021-10-08,102.63
Slovenia,SVN,2021-10-09,102.72
Slovenia,SVN,2021-10-10,102.73
Slovenia,SVN,2021-10-11,103
Slovenia,SVN,2021-10-12,103.29
Slovenia,SVN,2021-10-13,103.57
Slovenia,SVN,2021-10-14,103.96
Slovenia,SVN,2021-10-15,104.24
Slovenia,SVN,2021-10-16,104.27
Slovenia,SVN,2021-10-17,104.27
Slovenia,SVN,2021-10-18,104.42
Slovenia,SVN,2021-10-19,104.6
Slovenia,SVN,2021-10-20,104.8
Slovenia,SVN,2021-10-21,105.12
Slovenia,SVN,2021-10-22,105.38
Slovenia,SVN,2021-10-23,105.4
Slovenia,SVN,2021-10-24,105.4
Slovenia,SVN,2021-10-25,105.53
Slovenia,SVN,2021-10-26,105.72
Slovenia,SVN,2021-10-27,105.9
Slovenia,SVN,2021-10-28,106.26
Slovenia,SVN,2021-10-29,106.46
Slovenia,SVN,2021-10-30,106.49
Slovenia,SVN,2021-10-31,106.49
Slovenia,SVN,2021-11-01,106.49
Slovenia,SVN,2021-11-02,106.75
Slovenia,SVN,2021-11-03,107.2
Slovenia,SVN,2021-11-04,108.02
Slovenia,SVN,2021-11-05,108.75
Slovenia,SVN,2021-11-06,109
Slovenia,SVN,2021-11-07,109.1
Slovenia,SVN,2021-11-08,109.68
Slovenia,SVN,2021-11-09,110.37
Slovenia,SVN,2021-11-10,111.27
Slovenia,SVN,2021-11-11,112.38
Slovenia,SVN,2021-11-12,113.43
Slovenia,SVN,2021-11-13,113.74
Slovenia,SVN,2021-11-14,113.81
Slovenia,SVN,2021-11-15,114.36
Slovenia,SVN,2021-11-16,115.18
Slovenia,SVN,2021-11-17,115.99
Slovenia,SVN,2021-11-18,116.95
Slovenia,SVN,2021-11-19,117.71
Slovenia,SVN,2021-11-20,117.97
Slovenia,SVN,2021-11-21,118.03
Slovenia,SVN,2021-11-22,118.39
Slovenia,SVN,2021-11-23,118.88
Slovenia,SVN,2021-11-24,119.53
Slovenia,SVN,2021-11-25,120.28
Slovenia,SVN,2021-11-26,120.91
Slovenia,SVN,2021-11-27,121.11
Slovenia,SVN,2021-11-28,121.13
Slovenia,SVN,2021-11-29,121.49
Slovenia,SVN,2021-11-30,121.92
Slovenia,SVN,2021-12-01,122.44
Slovenia,SVN,2021-12-02,123.04
Slovenia,SVN,2021-12-03,123.55
Slovenia,SVN,2021-12-04,123.65
Slovenia,SVN,2021-12-05,123.67
Slovenia,SVN,2021-12-06,123.97
Slovenia,SVN,2021-12-07,124.32
Slovenia,SVN,2021-12-08,124.74
Slovenia,SVN,2021-12-09,125.21
Slovenia,SVN,2021-12-10,125.63
Slovenia,SVN,2021-12-11,125.7
Slovenia,SVN,2021-12-12,125.72
Slovenia,SVN,2021-12-13,125.94
Slovenia,SVN,2021-12-14,126.25
Slovenia,SVN,2021-12-15,126.69
Slovenia,SVN,2021-12-16,127.18
Slovenia,SVN,2021-12-17,127.59
Slovenia,SVN,2021-12-18,127.67
Slovenia,SVN,2021-12-19,128.05
Slovenia,SVN,2021-12-20,128.81
Slovenia,SVN,2021-12-21,129.61
Slovenia,SVN,2021-12-22,130.49
Slovenia,SVN,2021-12-23,131.41
Slovenia,SVN,2021-12-24,131.57
Slovenia,SVN,2021-12-25,131.57
Slovenia,SVN,2021-12-26,131.58
Slovenia,SVN,2021-12-27,131.88
Slovenia,SVN,2021-12-28,132.24
Slovenia,SVN,2021-12-29,132.53
Slovenia,SVN,2021-12-30,132.8
Slovenia,SVN,2021-12-31,132.86
Slovenia,SVN,2022-01-01,132.86
Slovenia,SVN,2022-01-02,132.87
Slovenia,SVN,2022-01-03,133.13
Slovenia,SVN,2022-01-04,133.48
Slovenia,SVN,2022-01-05,133.99
Slovenia,SVN,2022-01-06,134.58
Slovenia,SVN,2022-01-07,135.1
Slovenia,SVN,2022-01-08,135.17
Slovenia,SVN,2022-01-09,135.19
Slovenia,SVN,2022-01-10,135.49
Slovenia,SVN,2022-01-11,135.83
Slovenia,SVN,2022-01-12,136.18
Slovenia,SVN,2022-01-13,136.97
Slovenia,SVN,2022-01-14,137.73
Slovenia,SVN,2022-01-15,138.19
Slovenia,SVN,2022-01-16,138.2
Slovenia,SVN,2022-01-17,138.32
Slovenia,SVN,2022-01-18,138.5
Slovenia,SVN,2022-01-19,138.7
Slovenia,SVN,2022-01-20,138.93
Slovenia,SVN,2022-01-21,139.16
Slovenia,SVN,2022-01-22,139.17
Solomon Islands,SLB,2021-03-23,0
Solomon Islands,SLB,2021-04-13,0.37
Solomon Islands,SLB,2021-04-20,0.49
Solomon Islands,SLB,2021-06-21,3.05
Solomon Islands,SLB,2021-06-29,3.09
Solomon Islands,SLB,2021-07-13,3.64
Solomon Islands,SLB,2021-07-20,3.95
Solomon Islands,SLB,2021-07-27,5.59
Solomon Islands,SLB,2021-08-02,5.74
Solomon Islands,SLB,2021-08-09,8.04
Solomon Islands,SLB,2021-08-16,8.99
Solomon Islands,SLB,2021-08-31,10.17
Solomon Islands,SLB,2021-09-14,13.88
Solomon Islands,SLB,2021-10-05,18.5
Solomon Islands,SLB,2021-10-12,20.16
Solomon Islands,SLB,2021-10-25,21.71
Solomon Islands,SLB,2021-11-08,24.37
Solomon Islands,SLB,2021-11-22,27.53
Solomon Islands,SLB,2021-11-30,29.55
Solomon Islands,SLB,2021-12-13,32.52
Solomon Islands,SLB,2021-12-20,33.51
Solomon Islands,SLB,2022-01-04,34.96
Solomon Islands,SLB,2022-01-18,36.47
Somalia,SOM,2021-04-17,0.72
Somalia,SOM,2021-05-02,0.76
Somalia,SOM,2021-05-16,0.76
Somalia,SOM,2021-05-24,0.77
Somalia,SOM,2021-05-25,0.77
Somalia,SOM,2021-05-27,0.79
Somalia,SOM,2021-05-31,0.82
Somalia,SOM,2021-06-02,0.84
Somalia,SOM,2021-06-08,0.87
Somalia,SOM,2021-06-09,0.88
Somalia,SOM,2021-06-12,0.95
Somalia,SOM,2021-06-14,0.96
Somalia,SOM,2021-06-17,0.97
Somalia,SOM,2021-06-18,0.98
Somalia,SOM,2021-06-20,1
Somalia,SOM,2021-06-22,1.09
Somalia,SOM,2021-06-23,1.16
Somalia,SOM,2021-06-28,1.25
Somalia,SOM,2021-06-29,1.27
Somalia,SOM,2021-07-06,1.43
Somalia,SOM,2021-07-08,1.44
Somalia,SOM,2021-07-11,1.53
Somalia,SOM,2021-08-02,1.71
Somalia,SOM,2021-08-21,1.73
Somalia,SOM,2021-08-30,1.78
Somalia,SOM,2021-09-01,1.8
Somalia,SOM,2021-09-06,1.89
Somalia,SOM,2021-09-11,2.08
Somalia,SOM,2021-09-15,2.15
Somalia,SOM,2021-09-20,2.38
Somalia,SOM,2021-09-23,2.63
Somalia,SOM,2021-09-26,2.84
Somalia,SOM,2021-09-28,2.92
Somalia,SOM,2021-09-29,3.03
Somalia,SOM,2021-10-06,3.32
Somalia,SOM,2021-10-14,3.67
Somalia,SOM,2021-10-17,3.96
Somalia,SOM,2021-10-26,4
Somalia,SOM,2021-10-31,4.08
Somalia,SOM,2021-11-03,4.17
Somalia,SOM,2021-11-05,4.23
Somalia,SOM,2021-11-13,5.9
Somalia,SOM,2021-12-09,7.02
Somalia,SOM,2021-12-20,8.37
Somalia,SOM,2021-12-23,8.89
Somalia,SOM,2021-12-26,9.2
Somalia,SOM,2022-01-16,9.84
South Africa,ZAF,2021-02-16,0
South Africa,ZAF,2021-02-18,0
South Africa,ZAF,2021-02-19,0.01
South Africa,ZAF,2021-02-20,0.02
South Africa,ZAF,2021-02-21,0.03
South Africa,ZAF,2021-02-22,0.04
South Africa,ZAF,2021-02-23,0.05
South Africa,ZAF,2021-02-24,0.07
South Africa,ZAF,2021-02-25,0.09
South Africa,ZAF,2021-02-26,0.11
South Africa,ZAF,2021-02-27,0.11
South Africa,ZAF,2021-02-28,0.12
